sector,size,is_outlier,d1_q1,d1_q2,d1_q3,d1_q4,d1_q5,d2_q1,d2_q2,d2_q3,d2_q4,d2_q5,d3_q1,d3_q2,d3_q3,d3_q4,d3_q5,d4_q1,d4_q2,d4_q3,d4_q4,d4_q5,d5_q1,d5_q2,d5_q3,d5_q4,d5_q5,dim_avg_data,dim_avg_talent,dim_avg_technology,dim_avg_strategy,dim_avg_processes,maturity_score
education,small,False,4,4,2,3,3,4,3,4,4,4,1,1,1,1,1,2,2,2,3,2,3,3,4,3,3,3.2,3.8,1.0,2.2,3.2,2.68
retail_ecommerce,small,False,4,5,4,4,3,3,2,2,4,2,4,3,4,4,4,4,3,5,4,3,4,3,3,2,4,4.0,2.6,3.8,3.8,3.2,3.52
manufacturing,medium,False,2,2,3,2,3,3,1,2,2,1,1,1,1,1,1,3,2,3,2,2,4,3,3,2,4,2.4,1.8,1.0,2.4,3.2,2.12
healthcare,medium,False,3,4,2,3,2,1,2,2,1,2,1,2,3,2,2,2,3,3,3,2,3,2,3,4,4,2.8,1.6,2.0,2.6,3.2,2.42
professional_services,small,False,4,2,2,1,3,3,3,2,3,3,4,4,4,4,5,4,3,4,4,4,4,5,3,5,4,2.4,2.8,4.2,3.8,4.2,3.3899999999999997
banking_insurance,large,False,4,4,2,5,3,4,3,3,4,3,2,3,1,2,2,2,4,2,2,3,3,3,3,3,3,3.6,3.4,2.0,2.6,3.0,2.95
retail_ecommerce,small,False,4,4,3,3,3,2,4,4,4,4,4,2,2,1,3,3,3,4,4,3,5,3,3,3,3,3.4,3.6,2.4,3.4,3.4,3.24
banking_insurance,startup,False,5,4,4,3,4,3,3,3,4,2,3,3,2,3,3,4,3,3,2,4,4,3,4,4,5,4.0,3.0,2.8,3.2,4.0,3.4000000000000004
manufacturing,large,False,2,3,2,2,2,3,3,3,3,2,2,1,1,4,1,4,2,4,1,3,5,4,4,3,3,2.2,2.8,1.8,2.8,3.8,2.5999999999999996
banking_insurance,small,False,3,2,3,4,4,2,3,2,2,2,3,3,2,2,4,2,3,4,3,4,3,4,4,4,5,3.2,2.2,2.8,3.2,4.0,3.0400000000000005
fintech,large,False,4,5,4,4,4,3,4,3,3,4,5,4,4,4,3,2,3,2,2,4,4,4,3,4,4,4.2,3.4,4.0,2.6,3.8,3.62
banking_insurance,startup,True,3,3,4,4,5,5,3,4,3,4,5,5,4,5,3,5,4,4,3,4,4,3,3,3,4,3.8,3.8,4.4,4.0,3.4,3.8999999999999995
tech_software,enterprise,False,5,5,5,5,4,5,5,4,5,4,3,5,4,2,4,5,5,5,5,5,4,4,4,4,4,4.8,4.6,3.6,5.0,4.0,4.44
logistics,startup,False,3,4,1,2,3,3,2,2,2,4,4,4,2,2,2,4,3,3,3,3,2,3,3,2,3,2.6,2.6,2.8,3.2,2.6,2.7600000000000002
banking_insurance,medium,False,4,5,4,4,3,3,3,4,3,3,1,2,1,4,2,3,3,2,3,4,4,2,3,5,4,4.0,3.2,2.0,3.0,3.6,3.18
tech_software,small,False,4,4,3,5,4,5,5,5,5,5,4,4,4,5,4,2,3,3,4,3,4,5,4,4,4,4.0,5.0,4.2,3.0,4.2,4.07
fintech,startup,False,5,3,5,4,4,4,4,5,5,4,5,5,5,5,5,3,4,4,3,3,2,4,4,3,3,4.2,4.4,5.0,3.4,3.2,4.09
banking_insurance,medium,False,3,5,4,3,5,3,3,3,2,2,1,2,2,2,1,3,4,4,3,1,4,4,4,4,5,4.0,2.6,1.6,3.0,4.2,3.0700000000000003
retail_ecommerce,startup,False,3,4,3,2,2,2,3,2,2,2,3,5,4,3,3,3,3,2,2,3,3,4,4,3,3,2.8,2.2,3.6,2.6,3.4,2.8900000000000006
healthcare,small,False,2,2,3,2,2,2,4,3,3,2,1,2,1,1,1,2,2,4,2,2,4,4,3,5,4,2.2,2.8,1.2,2.4,4.0,2.4299999999999997
energy_utilities,small,False,3,3,4,4,3,3,3,2,2,2,4,2,3,4,1,3,3,3,3,2,3,2,4,4,4,3.4,2.4,2.8,2.8,3.4,2.96
healthcare,small,False,2,2,2,4,3,3,2,2,3,2,3,2,2,3,2,4,4,3,3,4,3,3,4,2,4,2.6,2.4,2.4,3.6,3.2,2.81
healthcare,small,True,2,2,2,3,3,4,4,4,4,3,1,1,1,1,1,2,2,4,2,3,2,3,3,2,4,2.4,3.8,1.0,2.6,2.8,2.5
healthcare,enterprise,False,3,3,4,3,2,3,2,3,2,2,2,3,3,2,4,4,4,3,3,5,5,5,5,4,5,3.0,2.4,2.8,3.8,4.8,3.2699999999999996
manufacturing,small,False,3,3,3,3,3,2,1,2,1,1,3,4,4,3,2,3,4,3,4,2,4,4,3,4,4,3.0,1.4,3.2,3.2,3.8,2.8800000000000003
professional_services,startup,False,2,2,1,3,3,2,4,3,2,3,2,3,3,3,2,3,1,2,4,1,3,3,3,3,3,2.2,2.8,2.6,2.2,3.0,2.5199999999999996
education,large,False,4,4,3,3,5,2,3,2,3,2,2,2,2,3,3,2,2,2,3,3,3,4,5,3,3,3.8,2.4,2.4,2.4,3.6,2.9299999999999997
tech_software,small,False,4,4,3,2,4,2,2,4,4,3,5,5,4,5,5,5,4,4,3,4,3,4,4,3,3,3.4,3.0,4.8,4.0,3.4,3.7199999999999998
tech_software,startup,False,3,4,4,4,3,3,5,4,3,4,5,5,4,4,3,3,3,3,4,3,2,2,4,3,3,3.6,3.8,4.2,3.2,2.8,3.56
retail_ecommerce,medium,False,3,3,4,4,5,3,3,3,3,3,3,3,1,4,4,3,2,4,3,3,1,3,1,1,1,3.8,3.0,3.0,3.0,1.4,2.9600000000000004
fintech,small,False,4,4,4,4,4,4,5,5,3,5,4,5,4,4,4,3,3,3,4,4,2,3,4,4,2,4.0,4.4,4.2,3.4,3.0,3.8500000000000005
professional_services,startup,True,3,3,2,1,4,3,3,2,3,1,4,4,4,5,3,4,4,5,4,3,3,5,4,4,2,2.6,2.4,4.0,4.0,3.6,3.27
retail_ecommerce,medium,False,2,3,3,3,3,4,3,4,5,3,3,2,1,3,3,4,3,4,4,4,2,3,4,3,3,2.8,3.8,2.4,3.8,3.0,3.1500000000000004
healthcare,enterprise,False,3,3,4,3,1,3,4,4,3,3,2,1,1,2,1,4,3,4,4,4,4,3,5,5,5,2.8,3.4,1.4,3.8,4.4,3.08
manufacturing,startup,False,1,3,2,4,3,4,4,2,2,4,2,4,3,3,3,4,3,4,4,3,2,3,1,3,3,2.6,3.2,3.0,3.6,2.4,2.97
professional_services,enterprise,False,3,3,3,3,3,5,4,4,4,4,2,2,2,3,2,4,3,5,4,3,3,3,3,3,2,3.0,4.2,2.2,3.8,2.8,3.21
professional_services,medium,False,2,3,3,4,3,5,5,5,4,5,2,3,3,3,3,3,2,4,3,4,3,2,2,3,2,3.0,4.8,2.8,3.2,2.4,3.27
banking_insurance,startup,False,5,4,4,3,5,3,3,3,3,3,2,3,4,3,2,4,3,4,4,4,5,3,4,4,3,4.2,3.0,2.8,3.8,3.8,3.5399999999999996
tech_software,startup,False,4,4,3,3,3,5,5,4,5,5,4,5,3,4,3,5,3,3,4,5,4,4,4,3,4,3.4,4.8,3.8,4.0,3.8,3.94
banking_insurance,large,False,4,4,4,5,4,3,4,4,4,4,1,1,3,3,2,4,5,5,5,3,3,2,4,4,4,4.2,3.8,2.0,4.4,3.4,3.5999999999999996
retail_ecommerce,startup,False,3,2,3,3,3,2,3,3,3,4,3,3,3,2,3,5,4,4,3,2,1,3,2,3,1,2.8,3.0,2.8,3.6,2.0,2.88
logistics,enterprise,False,3,3,3,2,3,4,4,3,2,2,3,3,2,2,1,4,5,3,3,5,3,5,3,3,4,2.8,3.0,2.2,4.0,3.6,3.08
retail_ecommerce,large,False,4,4,5,5,4,3,5,4,4,5,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4.4,4.2,3.2,3.0,3.2,3.66
banking_insurance,startup,False,3,2,4,5,4,3,4,2,4,3,5,3,4,3,4,2,3,3,3,3,2,1,4,2,4,3.6,3.2,3.8,2.8,2.6,3.25
banking_insurance,medium,False,3,2,2,2,1,3,2,2,3,4,2,2,2,2,2,4,3,4,4,4,5,4,5,3,4,2.0,2.8,2.0,3.8,4.2,2.8499999999999996
tech_software,medium,False,5,5,5,5,5,5,4,5,5,5,4,4,5,4,4,3,4,4,3,3,4,4,2,5,3,5.0,4.8,4.2,3.4,3.6,4.27
manufacturing,startup,False,4,2,3,3,3,3,3,2,4,2,3,2,2,2,3,1,1,1,1,2,4,4,4,4,5,3.0,2.8,2.4,1.2,4.2,2.66
logistics,small,False,4,4,3,3,3,2,4,3,2,2,3,3,4,4,3,4,2,2,4,3,3,4,4,3,2,3.4,2.6,3.4,3.0,3.2,3.1300000000000003
manufacturing,enterprise,False,4,2,5,5,4,2,3,3,3,3,2,2,3,2,2,4,2,3,3,3,4,5,4,3,4,4.0,2.8,2.2,3.0,4.0,3.2
energy_utilities,medium,False,3,4,3,4,3,3,3,2,3,2,1,1,2,2,2,2,1,4,2,2,2,4,4,2,4,3.4,2.6,1.6,2.2,3.2,2.6100000000000003
banking_insurance,medium,False,3,3,2,2,3,1,2,1,2,3,3,2,3,4,5,3,2,3,4,3,5,3,4,2,3,2.6,1.8,3.4,3.0,3.4,2.8
healthcare,small,False,2,3,2,4,3,2,2,3,3,3,1,3,1,2,3,2,1,3,4,3,2,2,4,3,4,2.8,2.6,2.0,2.6,3.0,2.59
healthcare,enterprise,False,3,4,3,5,3,4,3,3,5,3,3,2,3,3,2,3,4,4,3,3,3,3,3,3,3,3.6,3.6,2.6,3.4,3.0,3.2700000000000005
education,startup,False,2,2,2,3,2,5,3,2,4,4,2,2,1,1,3,2,3,1,2,3,2,3,2,2,2,2.2,3.6,1.8,2.2,2.2,2.4000000000000004
banking_insurance,enterprise,False,4,3,3,5,3,4,4,3,1,3,2,2,2,3,3,5,4,3,4,5,4,4,4,4,4,3.6,3.0,2.4,4.2,4.0,3.4200000000000004
tech_software,enterprise,False,5,4,5,5,5,5,4,4,5,5,4,3,3,4,3,5,4,5,3,4,4,5,4,5,3,4.8,4.6,3.4,4.2,4.2,4.2700000000000005
manufacturing,startup,False,3,4,4,3,5,4,3,3,4,3,1,1,2,2,1,3,2,4,3,3,4,4,4,4,4,3.8,3.4,1.4,3.0,4.0,3.11
manufacturing,enterprise,False,3,2,3,3,3,3,3,3,4,3,1,2,1,3,3,3,2,3,1,2,3,4,5,5,4,2.8,3.2,2.0,2.2,4.2,2.81
healthcare,enterprise,False,4,3,3,4,4,3,5,3,3,3,1,2,2,2,1,3,3,3,3,4,3,2,2,2,3,3.6,3.4,1.6,3.2,2.4,2.9
retail_ecommerce,medium,True,2,3,4,4,2,4,4,5,3,3,4,5,5,5,5,5,4,5,5,4,4,4,5,5,4,3.0,3.8,4.8,4.6,4.4,4.05
manufacturing,enterprise,False,2,2,2,1,4,2,1,3,3,3,3,1,1,3,2,4,3,4,4,3,4,4,5,4,4,2.2,2.4,2.0,3.6,4.2,2.7800000000000002
tech_software,medium,False,3,5,4,4,5,4,5,5,4,5,5,5,5,4,5,3,4,4,4,4,4,5,3,5,4,4.2,4.6,4.8,3.8,4.2,4.319999999999999
manufacturing,startup,False,1,1,1,1,2,2,2,3,1,1,3,3,2,4,3,1,3,2,2,2,4,4,3,2,3,1.2,1.8,3.0,2.0,3.2,2.14
energy_utilities,small,False,3,3,3,4,4,2,3,2,1,2,1,1,1,3,2,2,2,3,1,1,3,3,2,3,2,3.4,2.0,1.6,1.8,2.6,2.3200000000000003
banking_insurance,enterprise,False,5,4,3,3,3,4,4,5,3,3,2,3,1,1,2,4,5,3,3,3,5,5,5,5,4,3.6,3.8,1.8,3.6,4.8,3.46
healthcare,medium,False,2,3,1,2,3,3,2,2,2,2,2,3,2,1,2,2,2,2,3,1,3,5,2,3,4,2.2,2.2,2.0,2.0,3.4,2.3
manufacturing,medium,False,2,2,2,3,2,3,4,3,4,3,2,1,1,1,3,1,3,2,2,2,5,4,4,5,4,2.2,3.4,1.6,2.0,4.4,2.6100000000000003
manufacturing,enterprise,False,3,2,3,3,2,2,2,2,2,4,1,3,2,3,3,3,4,2,3,2,2,3,5,3,5,2.6,2.4,2.4,2.8,3.6,2.71
tech_software,small,False,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,4,3,4,4,5,3,3,3,5,4,4.8,5.0,4.6,4.0,3.6,4.46
education,small,False,2,1,2,2,2,2,3,3,4,3,3,3,3,3,3,1,2,1,2,3,2,3,2,3,4,1.8,3.0,3.0,1.8,2.8,2.43
healthcare,medium,False,2,3,4,3,5,2,2,4,3,3,3,3,3,3,3,3,1,1,1,2,4,2,2,3,4,3.4,2.8,3.0,1.6,3.0,2.7800000000000002
tech_software,small,True,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,5,2,4.8,5.0,4.0,5.0,3.8,4.57
tech_software,medium,False,5,5,5,5,4,5,5,4,5,4,4,4,5,5,4,5,5,4,5,5,4,4,5,4,5,4.8,4.6,4.4,4.8,4.4,4.62
logistics,medium,False,3,5,4,4,3,3,2,3,2,2,3,2,2,4,3,3,4,3,4,4,3,3,5,3,4,3.8,2.4,2.8,3.6,3.6,3.25
tech_software,enterprise,False,3,4,3,4,4,5,4,5,4,5,5,4,3,3,3,3,4,3,4,4,4,4,4,5,4,3.6,4.6,3.6,3.6,4.2,3.89
manufacturing,startup,False,2,2,3,3,2,1,1,1,1,2,2,3,3,5,3,1,1,1,2,1,4,3,4,3,3,2.4,1.2,3.2,1.2,3.4,2.23
energy_utilities,enterprise,False,3,3,3,3,2,2,1,2,2,2,1,2,1,3,2,3,3,2,3,3,4,4,4,5,3,2.8,1.8,1.8,2.8,4.0,2.58
logistics,small,False,3,3,2,3,3,4,4,4,4,3,5,2,3,2,3,2,3,3,2,3,4,2,2,4,3,2.8,3.8,3.0,2.6,3.0,3.0300000000000002
fintech,small,False,3,2,4,3,3,2,3,4,3,3,3,3,4,3,4,5,4,5,4,5,3,1,3,3,1,3.0,3.0,3.4,4.6,2.2,3.2800000000000002
logistics,small,False,3,3,2,3,3,2,2,3,3,2,3,4,3,2,4,1,1,1,2,1,3,3,3,3,3,2.8,2.4,3.2,1.2,3.0,2.51
fintech,large,False,3,2,3,3,3,4,4,5,4,5,4,5,4,3,4,4,4,4,5,4,2,3,3,3,3,2.8,4.4,4.0,4.2,2.8,3.6399999999999997
energy_utilities,small,False,3,3,2,3,2,3,2,1,1,1,2,4,4,3,3,4,3,3,3,3,4,3,3,3,2,2.6,1.6,3.2,3.2,3.0,2.7
logistics,startup,False,2,4,2,2,3,1,2,1,2,2,1,3,3,4,3,4,3,3,4,3,4,3,2,2,4,2.6,1.6,2.8,3.4,3.0,2.66
manufacturing,medium,False,1,3,2,2,2,1,1,2,2,2,3,1,2,2,3,4,2,3,3,4,2,2,4,2,4,2.0,1.6,2.2,3.2,2.8,2.3200000000000003
banking_insurance,small,False,3,4,3,4,3,3,3,2,3,2,2,2,1,2,1,2,3,3,4,4,4,3,3,5,2,3.4,2.6,1.6,3.2,3.4,2.84
logistics,startup,False,2,3,4,3,2,3,3,2,3,1,4,3,3,4,2,2,2,2,1,3,3,2,2,2,2,2.8,2.4,3.2,2.0,2.2,2.5500000000000003
fintech,medium,False,5,5,4,5,5,4,4,5,4,5,4,3,4,5,4,3,3,4,3,3,2,3,2,2,2,4.8,4.4,4.0,3.2,2.2,3.85
healthcare,small,False,2,3,2,2,2,4,4,4,2,2,2,3,3,2,2,3,2,2,2,2,3,3,2,4,4,2.2,3.2,2.4,2.2,3.2,2.5900000000000003
retail_ecommerce,medium,False,5,5,3,5,5,4,4,3,2,2,3,2,4,1,3,4,4,3,3,4,4,5,3,4,3,4.6,3.0,2.6,3.6,3.8,3.56
manufacturing,startup,False,2,2,2,2,3,2,1,1,1,1,3,3,3,3,2,3,2,3,2,3,4,3,2,2,3,2.2,1.2,2.8,2.6,2.8,2.29
manufacturing,large,False,3,3,3,2,4,3,3,3,2,2,2,3,2,3,2,3,4,4,3,4,4,4,4,5,5,3.0,2.6,2.4,3.6,4.4,3.1300000000000003
banking_insurance,large,False,4,5,4,4,5,3,3,4,4,4,3,3,4,1,4,4,2,3,2,2,3,4,4,4,5,4.4,3.6,3.0,2.6,4.0,3.5400000000000005
tech_software,small,False,3,2,4,4,3,5,5,4,3,3,4,5,5,4,5,3,5,4,4,4,4,4,2,2,3,3.2,4.0,4.6,4.0,3.0,3.7700000000000005
logistics,startup,False,3,2,3,2,2,1,2,2,1,1,3,3,3,2,2,3,2,2,3,1,4,3,4,3,3,2.4,1.4,2.6,2.2,3.4,2.3499999999999996
retail_ecommerce,medium,False,5,3,5,4,3,4,5,3,4,4,3,3,3,3,3,2,3,4,3,4,3,3,3,2,3,4.0,4.0,3.0,3.2,2.8,3.4600000000000004
banking_insurance,large,False,5,3,3,3,3,4,4,3,4,3,2,4,4,3,2,3,3,3,4,3,2,5,4,4,3,3.4,3.6,3.0,3.2,3.6,3.35
professional_services,medium,False,4,4,4,2,3,3,4,3,4,4,4,4,2,2,5,4,4,4,4,2,4,4,4,4,5,3.4,3.6,3.4,3.6,4.2,3.6
retail_ecommerce,enterprise,False,4,4,4,5,5,3,3,3,2,4,4,3,4,4,5,4,4,5,4,4,2,3,1,3,3,4.4,3.0,4.0,4.2,2.4,3.6999999999999997
professional_services,large,False,3,2,4,3,3,5,3,4,4,4,3,4,2,3,2,4,4,4,1,5,2,2,2,2,2,3.0,4.0,2.8,3.6,2.0,3.13
banking_insurance,medium,False,3,3,3,3,3,3,3,4,4,2,1,2,3,1,2,4,2,4,3,3,4,5,5,5,5,3.0,3.2,1.8,3.2,4.8,3.1100000000000003
healthcare,small,False,4,4,3,3,3,3,1,2,2,1,3,2,1,2,2,2,1,3,4,1,3,2,5,4,3,3.4,1.8,2.0,2.2,3.4,2.5599999999999996
retail_ecommerce,small,False,3,3,2,3,3,3,3,2,2,1,2,3,3,3,3,5,4,3,3,4,3,3,3,4,4,2.8,2.2,2.8,3.8,3.4,2.9699999999999998
logistics,startup,False,2,1,3,3,1,2,2,2,3,2,2,2,1,1,3,3,5,5,3,5,5,3,2,4,4,2.0,2.2,1.8,4.2,3.6,2.68
fintech,small,False,4,3,4,3,3,5,4,4,4,3,5,4,4,1,4,2,4,4,3,2,3,2,3,2,2,3.4,4.0,3.6,3.0,2.4,3.33
tech_software,small,False,5,5,4,5,4,4,4,3,5,5,4,5,5,5,4,4,5,5,5,2,4,4,4,2,4,4.6,4.2,4.6,4.2,3.6,4.29
professional_services,small,False,2,2,3,4,2,4,3,5,4,3,3,3,2,2,3,4,3,4,3,3,3,4,4,4,3,2.6,3.8,2.6,3.4,3.6,3.1500000000000004
banking_insurance,large,False,3,3,3,3,4,3,3,3,2,3,4,4,2,2,3,5,4,4,3,3,2,3,2,4,4,3.2,2.8,3.0,3.8,3.0,3.17
manufacturing,large,False,4,2,5,4,4,2,2,4,2,3,3,3,3,3,3,3,3,3,2,4,2,2,3,3,4,3.8,2.6,3.0,3.0,2.8,3.0900000000000003
manufacturing,large,False,1,3,4,3,3,4,4,5,4,3,1,3,3,3,2,3,2,3,3,3,3,4,3,3,5,2.8,4.0,2.4,2.8,3.6,3.08
tech_software,small,False,4,3,4,3,3,4,5,5,5,4,5,4,3,5,4,5,5,4,4,5,5,4,5,4,4,3.4,4.6,4.2,4.6,4.4,4.19
tech_software,startup,False,4,5,4,3,5,5,5,5,5,4,3,4,4,5,4,5,4,3,3,4,2,4,3,3,4,4.2,4.8,4.0,3.8,3.2,4.049999999999999
tech_software,medium,False,4,4,4,4,4,5,5,5,5,4,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4,4.0,4.8,4.6,4.6,4.4,4.46
fintech,small,False,4,3,4,3,5,3,5,4,5,4,5,4,4,4,4,2,5,4,5,4,3,3,1,3,4,3.8,4.2,4.2,4.0,2.8,3.8499999999999996
tech_software,startup,False,5,4,5,3,5,5,5,3,5,5,4,5,5,3,4,2,3,3,2,3,4,3,4,3,3,4.4,4.6,4.2,2.6,3.4,3.8900000000000006
retail_ecommerce,enterprise,False,4,3,5,5,4,4,4,4,4,3,2,2,2,1,2,1,2,2,2,3,3,3,4,4,3,4.2,3.8,1.8,2.0,3.4,3.08
healthcare,medium,False,3,3,3,2,4,2,3,3,2,3,3,1,2,1,4,3,3,3,3,4,2,4,4,3,3,3.0,2.6,2.2,3.2,3.2,2.83
manufacturing,small,False,3,5,2,2,3,2,2,3,3,3,3,1,2,2,2,3,5,4,3,3,5,5,5,3,4,3.0,2.6,2.0,3.6,4.4,3.0500000000000003
banking_insurance,medium,False,3,3,4,5,4,3,3,2,3,3,1,2,2,1,1,4,3,3,4,4,5,5,4,4,3,3.8,2.8,1.4,3.6,4.2,3.1399999999999997
education,medium,False,2,3,2,3,2,3,2,3,4,4,4,4,4,4,4,2,3,3,3,2,3,4,4,4,5,2.4,3.2,4.0,2.6,4.0,3.16
retail_ecommerce,startup,False,5,4,4,3,5,4,5,4,2,5,4,4,5,5,4,3,3,2,3,5,3,3,3,4,2,4.2,4.0,4.4,3.2,3.0,3.8200000000000003
retail_ecommerce,large,False,5,3,5,4,4,4,4,4,5,4,4,3,4,4,4,4,4,5,3,3,5,4,4,4,4,4.2,4.2,3.8,3.8,4.2,4.04
banking_insurance,small,False,5,3,4,5,4,1,3,2,2,3,2,2,3,2,4,3,3,3,3,3,2,3,2,2,3,4.2,2.2,2.6,3.0,2.4,2.97
education,startup,False,2,2,2,3,3,3,4,2,4,4,4,3,3,3,2,2,2,3,1,1,2,3,2,3,3,2.4,3.4,3.0,1.8,2.6,2.6300000000000003
manufacturing,startup,False,2,2,3,4,3,4,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2.8,2.8,2.8,3.0,3.4,2.9299999999999997
retail_ecommerce,large,False,3,5,4,5,5,3,5,2,5,3,4,4,4,3,2,4,4,2,4,3,4,3,5,3,3,4.4,3.6,3.4,3.4,3.6,3.7200000000000006
manufacturing,large,False,3,3,3,2,3,3,4,3,3,3,2,2,2,2,2,3,3,2,3,2,5,4,5,5,3,2.8,3.2,2.0,2.6,4.4,2.9200000000000004
fintech,startup,False,5,4,4,4,3,3,3,4,3,3,4,4,5,4,5,3,3,2,3,4,3,3,2,5,2,4.0,3.2,4.4,3.0,3.0,3.5700000000000003
education,startup,False,3,3,3,4,2,2,1,3,3,2,4,2,3,3,4,2,3,3,3,3,4,3,5,4,4,3.0,2.2,3.2,2.8,4.0,2.99
manufacturing,large,False,2,2,2,2,1,4,4,4,4,4,4,4,5,4,4,3,1,4,3,4,4,3,4,4,4,1.8,4.0,4.2,3.0,3.8,3.26
tech_software,large,False,5,5,5,5,4,5,3,3,3,4,3,4,4,4,4,5,4,4,3,3,5,3,4,4,5,4.8,3.6,3.8,3.8,4.2,4.069999999999999
retail_ecommerce,enterprise,False,3,3,4,3,3,5,3,4,2,2,4,3,4,4,5,4,4,4,5,5,3,3,4,4,2,3.2,3.2,4.0,4.4,3.2,3.6
tech_software,large,False,5,5,5,4,5,5,5,5,5,5,3,4,5,3,3,5,3,3,4,4,3,4,4,3,5,4.8,5.0,3.6,3.8,3.8,4.250000000000001
energy_utilities,small,False,1,1,2,1,1,1,1,3,3,3,3,4,4,3,3,1,2,3,3,2,3,2,3,2,3,1.2,2.2,3.4,2.2,2.6,2.25
retail_ecommerce,medium,False,4,4,4,4,4,4,2,3,3,3,4,2,1,3,3,4,4,5,5,5,5,4,5,3,3,4.0,3.0,2.6,4.6,4.0,3.64
healthcare,startup,False,2,1,2,1,1,3,3,3,2,4,3,4,2,4,3,3,3,4,1,3,3,3,4,2,3,1.4,3.0,3.2,2.8,3.0,2.6000000000000005
banking_insurance,medium,False,5,3,2,3,4,3,4,3,3,3,3,3,2,3,2,3,3,4,4,4,3,4,3,4,5,3.4,3.2,2.6,3.6,3.8,3.3000000000000003
professional_services,medium,False,4,3,2,4,2,4,2,3,3,4,3,3,4,3,4,3,4,5,4,4,2,2,3,3,3,3.0,3.2,3.4,4.0,2.6,3.2600000000000002
retail_ecommerce,small,False,3,3,3,4,3,3,4,4,3,3,3,3,3,4,3,5,3,4,5,5,3,3,2,1,3,3.2,3.4,3.2,4.4,2.4,3.36
banking_insurance,large,False,5,4,3,3,4,4,4,4,3,4,3,4,3,4,2,3,3,4,4,4,2,3,3,4,3,3.8,3.8,3.2,3.6,3.0,3.5200000000000005
tech_software,startup,False,2,3,3,5,5,4,3,5,4,4,4,4,5,4,4,4,4,4,2,4,2,4,3,2,2,3.6,4.0,4.2,3.6,2.6,3.6500000000000004
retail_ecommerce,enterprise,False,4,5,5,4,5,3,2,3,3,4,4,5,4,3,4,3,4,4,3,4,4,3,4,3,4,4.6,3.0,4.0,3.6,3.6,3.81
tech_software,startup,False,3,4,4,5,3,5,5,5,5,5,4,4,4,5,5,2,2,4,4,5,3,3,4,3,3,3.8,5.0,4.4,3.4,3.2,3.99
logistics,medium,False,3,2,2,1,3,2,2,1,3,2,3,3,4,4,3,2,2,3,3,3,4,3,3,3,5,2.2,2.0,3.4,2.6,3.6,2.6900000000000004
tech_software,large,False,5,5,5,5,3,4,4,4,4,4,4,5,3,4,3,3,4,4,4,5,5,5,5,5,5,4.6,4.0,3.8,4.0,5.0,4.26
banking_insurance,medium,False,3,4,3,5,3,2,4,3,3,3,2,2,3,4,3,4,4,3,4,4,4,4,4,2,4,3.6,3.0,2.8,3.8,3.6,3.3600000000000003
professional_services,large,False,4,4,3,4,2,2,3,2,2,2,4,4,3,2,4,2,3,2,4,3,3,3,2,2,3,3.4,2.2,3.4,2.8,2.6,2.9200000000000004
fintech,large,False,4,5,5,5,5,3,2,3,3,2,4,5,3,3,3,3,5,4,4,4,3,2,4,2,2,4.8,2.6,3.6,4.0,2.6,3.6300000000000003
tech_software,startup,False,4,3,4,3,4,4,4,5,4,4,5,4,5,4,5,3,3,3,3,4,3,3,1,1,2,3.6,4.2,4.6,3.2,2.0,3.6
energy_utilities,startup,False,4,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,2,2,2,3,2,1,2,3.2,2.6,3.0,2.2,2.0,2.66
healthcare,startup,True,1,2,2,1,1,3,3,1,2,2,3,4,2,2,3,3,3,4,3,3,2,1,1,1,1,1.4,2.2,2.8,3.2,1.2,2.1700000000000004
professional_services,startup,False,3,2,3,3,2,3,3,4,3,4,3,3,4,2,2,1,3,4,1,2,2,2,2,2,3,2.6,3.4,2.8,2.2,2.2,2.66
professional_services,medium,True,4,3,3,4,4,3,2,3,3,3,4,3,3,3,3,5,4,5,4,4,2,3,4,1,3,3.6,2.8,3.2,4.4,2.6,3.3700000000000006
education,startup,False,3,2,3,3,3,2,3,4,3,3,1,2,2,3,4,1,4,2,2,3,3,3,2,3,2,2.8,3.0,2.4,2.4,2.6,2.65
manufacturing,small,False,2,4,4,2,3,1,2,2,2,2,1,2,3,3,3,2,2,1,2,3,4,4,3,3,3,3.0,1.8,2.4,2.0,3.4,2.5
professional_services,small,True,3,4,4,4,5,3,2,3,3,4,4,4,4,4,5,4,4,4,4,3,2,3,2,3,2,4.0,3.0,4.2,3.8,2.4,3.56
logistics,large,False,4,3,3,3,2,3,4,2,2,3,4,3,3,3,2,1,2,3,3,3,5,4,4,5,5,3.0,2.8,3.0,2.4,4.6,3.08
education,startup,False,2,3,3,2,3,4,4,4,4,3,4,5,3,4,3,3,3,2,3,2,2,3,2,3,2,2.6,3.8,3.8,2.6,2.4,3.05
education,large,False,2,3,3,3,4,3,4,4,2,2,2,4,2,2,2,1,3,2,1,3,3,2,3,3,3,3.0,3.0,2.4,2.0,2.8,2.65
